"ID","Year","UA","obesity","popCount","10301","11202","22401","90356","90360","90637","92309","92310","92899","92924","93111","93350","93351"
21,2016,"EM04",194,1075,4.47287280183198,18.0164892488889,3109.44335229086,11.2345628869339,33.1042004910142,1.77020444075819,19.4088827931069,21.060408791198,26.5298290758767,8.52784573195696,5.38277849358842,15.3774577504112,411.749276710881
22,2017,"EM04",272,1190,4.56191404768434,20.3313195443833,2747.05065802797,8.9672724889546,31.6383588397364,2.29571498041066,19.4705836352852,21.2377997189988,18.6619266304132,7.70073973159257,5.86851578442976,14.3605346681359,399.910232250059
23,2012,"EM05",136,731,5.46858326026523,8.43461345767438,2235.33297771615,12.2301799581283,22.2570733192143,0.607805521780162,20.0362315458298,18.589542292014,24.2391739335266,9.31093632695594,4.00652283620462,18.6316116136923,330.505496885634
24,2013,"EM05",142,757,4.46878276931016,7.33157614031109,2422.16859752523,9.70649724853115,10.570326518052,0.707333974228445,20.0186874751939,18.9252523992866,26.0318605666702,11.1522138004877,4.41130391190574,20.2586885453328,339.11873428831
25,2014,"EM05",152,741,4.58504762768488,8.93669583862182,2076.32019174992,9.71616869700457,23.914517058792,0.975437145272583,19.805846292215,19.1484690391402,33.8001693102923,10.693787296441,4.78572640692927,18.9366885383748,332.40107422908
26,2016,"EM05",188,879,4.7251015098264,9.16294451001476,2017.0955183241,11.5302964171051,29.970259646639,1.35571545295768,19.5839459014888,19.573426524837,17.5995938107726,9.08439832319447,5.10955126749016,18.6316116136923,362.06519686687
27,2011,"EM06",391,2097,5.39227027343881,18.1562755159991,2053.98143032472,11.9446613740813,23.1524230059084,1.49587273809152,22.2408221739204,13.2881445690756,17.9647707175241,10.5895030906097,5.86851578442976,16.3943808326866,353.684749664265
28,2012,"EM06",353,2046,5.57463721141253,16.255787282588,1778.25020246794,11.6163579245754,27.0763644002453,1.4134951613663,22.386081150524,13.723351546743,22.1477061948591,10.0922097721921,5.81791814996712,14.8689962092736,352.121729749494
29,2014,"EM06",433,2220,4.53717086821736,21.4630791284778,2803.12942082981,9.25049694443251,33.5428993616425,2.51535725624009,22.6196897711515,14.3029638831736,19.2594888414611,10.0234609394998,6.48580692487396,14.0554577434533,376.963769671499
30,2015,"EM06",432,2233,4.50575421253548,26.7683277345779,2895.98653885549,12.6885941997567,3.3100886363241,2.81755010428204,22.715752134743,14.5066359661722,18.7615203322545,9.97752743160699,6.68819746272452,12.9368423529505,389.501184732538
31,2016,"EM06",476,2291,4.53038035441088,28.9568264084465,2985.12576798774,10.6430958265915,25.2735846719215,3.02390109973116,22.829427189142,14.6365180353792,19.126697239006,10.2113340344196,6.89058800057508,14.1571500516809,408.623236881338
32,2017,"EM06",306,1575,4.64347265653762,30.1037947190005,2922.71888623806,8.37580542861217,28.9590188227132,3.27013620803874,23.0879814065822,14.8270357406165,18.4627392267306,9.89535188122293,7.75074778643996,17.6146885314169,412.28136859676
33,2011,"EM07",166,904,4.82452056694539,5.23115737306742,2050.86711365877,11.1930882862816,15.868780437767,0.423274107572835,18.530409068066,21.0981831113354,25.7330794611462,8.70542164488763,5.88875483821482,13.6486885105432,377.795163243186
34,2012,"EM07",137,920,5.26152017316325,4.13749174653316,1989.33708421385,11.7381761002625,26.0911696859755,0.191972282279835,18.4207668852635,21.83762681983,18.4627392267306,8.44960733939229,5.97983058024757,16.9028423738242,392.926526247888
35,2014,"EM07",166,943,4.1488577232945,4.52691985013852,2174.11942657216,8.56479059490714,29.855432217362,0.570727950091497,17.9775141401389,23.1114875169764,19.857051052509,10.7065073447806,6.09114537606537,20.4620731617878,381.652829415814
36,2015,"EM07",171,922,4.03652200015471,6.03367506337558,2011.13696225576,10.8873335334564,8.49682990538314,0.899091046927307,17.9433646301479,23.4958887036168,19.5914678475988,8.13372613896019,6.1721015912056,10.8013038801723,369.348204554847
37,2016,"EM07",166,952,4.13214538532438,6.34208359229585,2272.56767555638,11.2345628869339,31.6289279043584,0.985776652297979,17.9154948965866,23.7750825990193,17.9315728169103,8.56378491615441,6.18222111809813,24.8348424155717,390.631879990033
38,2017,"EM07",197,981,4.37007789330394,6.830939257141,2130.80427076833,8.27722758522176,31.7135095739304,0.94820870161146,17.9203334155858,23.9790959155065,17.8651770156828,7.2312084234399,6.8602294198975,16.3943808326866,412.14834562529
39,2011,"EM08",186,955,5.25065311907338,14.5732038572337,1809.69404796468,13.8542207999441,10.9897518344511,0.838648979923998,20.3294292513816,17.0760388448915,27.5257660942898,9.37948325411905,5.54469092386887,9.88607310612453,311.682746422642
40,2012,"EM08",151,907,5.96818800812344,14.5781783927531,1854.9944726196,12.4578603678903,9.38694849246081,1.05242820393812,20.1718873559303,17.5038860845522,24.039986529844,9.05421344657919,5.17026842884533,5.81838077702327,307.825080250014
41,2014,"EM08",209,1068,5.03846512222099,19.6615436568285,2111.10260043886,9.18903462070711,35.4082536640554,1.779277897427,20.0738939774475,18.231816287147,17.4668022083175,10.1208803573384,5.4839737625137,9.784380797897,327.412712798958
42,2015,"EM08",194,974,4.86955526454457,21.889597150337,1925.77508308416,11.8882252519797,16.9838449432236,2.19740211549435,20.0567680414937,18.346740503597,17.3008127052487,8.36692702518523,5.46373470872864,4.39468846183782,333.398746515104
43,2016,"EM08",211,1071,4.98778122913861,25.3058625641613,1892.37269781345,11.8260299472763,16.4646439518001,2.46841464672781,20.1390051331245,18.5574143677057,21.151769176446,9.26157042506674,5.88875483821482,5.20822692765808,332.633864429152
44,2017,"EM08",250,1194,4.94219762770922,29.0582526946917,1721.10054655742,9.65731739268744,35.2754414069809,3.05833243721754,20.2093977545661,18.634144900225,22.7452684059069,8.48019602706596,5.67624477347173,9.68268848966947,349.627549034433
45,2011,"EM09",201,1037,5.28626528418294,12.4972084847588,1945.74417467059,13.3937797897442,12.7496531687941,0.656173998806052,20.1090500143415,17.7902020787519,22.446487300383,9.88899185705315,5.11967079438269,19.1400731548299,356.677766522338
46,2013,"EM09",188,1036,4.38282807665698,8.83318469338395,2195.91535931272,10.2623608639589,17.0865569053063,0.772577906205345,19.8942531824118,18.9147768968345,18.3631455248893,10.1150250969916,4.63393350354135,21.7840731687457,393.225827933696
47,2014,"EM09",190,1139,4.48517808485233,10.9231085246939,2049.53734775614,9.2926447837384,27.9297368564638,1.09364988775412,19.7415118405386,19.2187246954546,19.1598951396198,9.94784731881471,5.03871457924247,21.6823808605182,373.904241327692
48,2015,"EM09",197,1091,4.32327216503101,11.9682125987764,2066.89198113455,12.8165652550132,16.661861693598,1.10994510523613,19.7792252132337,19.3918817453966,12.9850856254586,9.28054954481146,5.35241991291084,30.0211501351758,397.283028563528
49,2017,"EM09",203,1105,4.77482696449504,12.1221001508689,2231.90879996319,9.065850332345,28.9921566280231,1.51433970681742,19.5782156563627,19.8376394223852,13.8814289420304,9.89504902292913,5.64588619279415,30.0211501351758,429.707377859318
50,2011,"EM10",153,858,4.98564002109717,7.91932014237844,1740.4960984943,11.4019159698991,26.2186141021396,0.487189341220645,22.1308460121805,16.8684822402897,15.37533446965,9.57916782249703,5.64588619279415,30.2245347516309,396.252100534636
51,2012,"EM10",139,823,5.21652715726015,6.04332169746693,1564.4037899115,10.8633669160751,10.5051003146057,0.46089683799235,22.0087860210031,17.7213731874652,16.968833699111,9.21987693328711,5.76732051550448,30.7329962927685,388.071187789237
52,2013,"EM10",164,886,4.30552147575949,6.31295343563939,1649.18428618377,8.71060245248698,12.2099326188771,0.662223103285536,21.7117341042678,18.540999070296,15.1761470659674,9.75876279071969,5.57504950454645,24.2246885662065,416.704382398135
53,2014,"EM10",152,943,4.40834538910299,8.28072739294282,2135.95572271727,9.42260927064812,23.649596171817,0.803028338064151,21.5433022582627,19.1982175376873,16.7696462954284,9.37463752141827,6.07090632228032,21.2756116276081,425.783200200956
54,2016,"EM10",123,673,4.61633119370833,12.6562082381416,2001.35112834047,10.1502066096395,38.9469104261508,1.3786558298285,21.1500246895092,19.9720288445843,13.4498562340514,9.53172002313523,6.38461165594868,23.3094577921587,462.830097755326
55,2017,"EM10",149,900,4.75330479587707,12.895100426079,2032.81247039465,7.68576052487933,20.4414092321459,1.59728961481092,21.0819133169688,20.2958313310313,14.2798037493956,9.32406018635388,6.8602294198975,18.7333039219198,480.887966132366
56,2011,"EM11",249,1488,5.18589433276091,10.5976319276976,1385.3884819207,13.2324625725104,15.9382652508229,0.512709997678612,19.0906135144818,16.4694880814258,24.039986529844,9.7065702114217,6.32389449459352,27.7839193541701,384.645846273887
57,2013,"EM11",293,1522,4.5333500885966,8.85556013731426,1549.23786540422,9.58871371970919,8.22410511564298,0.758681821096429,18.9309591219827,17.2689130634035,23.74120542432,9.99034843271114,6.18222111809813,35.9193040123726,403.435340994011
58,2014,"EM11",285,1608,4.49590746605823,7.75279766581961,1598.14686197351,8.76803534311025,21.0662428802541,0.978685347495839,18.7287495822673,17.5162924138869,24.2391739335266,9.79520673874014,6.48580692487396,27.6822270459426,398.879304221167
59,2015,"EM11",266,1521,4.35799903338452,9.82070435479915,1776.3867870551,12.331918821592,10.8849877155132,0.98147291478373,18.6716503826182,17.6321943075609,26.8618080820144,9.94845303540231,6.59712172069177,33.0719193820017,410.153001053242
60,2017,"EM11",298,1733,4.65865466679398,17.3277831149675,1714.96251024784,8.67153895878338,29.3531868770416,1.47331040710683,18.6411729375508,17.8142474981932,26.3306416721941,9.69909970684134,7.59895488305204,30.2245347516309,417.469264484087
61,2011,"EM12",113,1009,4.34243102464357,6.40119729616347,1584.43429558791,12.8953133204402,23.61013436177,0.297031730100723,20.4749080240932,18.3569561590912,21.151769176446,9.32900687181926,6.16198206431307,29.9194578269483,471.775892586677
62,2013,"EM12",105,1054,3.61082664356578,6.47461754162789,1656.91202686992,8.62209198547728,21.4689306803867,0.553933033573612,20.2780388380939,19.5992867450955,18.9607077359372,9.95703402039327,6.25305780634582,28.1906885870802,452.820119152215
63,2014,"EM12",114,1142,3.67391642487452,8.12907044772712,1779.64319360911,8.46732056535835,39.549686578687,0.8676334210844,20.2033424104663,19.9720972641629,18.6619266304132,9.75957041283649,6.63759982826188,33.2753039984568,458.041270782409
64,2015,"EM12",105,1113,3.62054064384851,8.46863478667981,1851.20397938319,9.83686764740443,15.5454795104182,0.972856797712049,20.1096257402829,20.2029647394073,17.3008127052487,9.34758218050558,7.45728150655665,31.3431501421337,488.370508277548
65,2017,"EM12",141,1310,3.76098991139486,12.3698091206621,2150.92231364792,7.58718268148893,28.6445214082766,1.63822641983209,20.2201603305091,20.7528505916975,14.4789911530782,9.38241088429244,7.52811819480434,23.6145347168413,523.787874431411
66,2011,"EM13",203,1092,5.35450195285669,11.2250285120938,1643.38724556024,13.6155898257996,6.92191042798867,0.625306173167887,21.0126609072468,16.974495561814,25.0359235482571,9.56018870275231,5.52445187008381,21.2756116276081,330.272706685561
67,2013,"EM13",242,1197,4.89590083831219,10.2922171717557,1946.18083319754,9.39029815970023,7.3924362033225,0.774026086103614,20.995894332103,17.883975252017,25.8326731629875,10.4015290429252,5.31194180534072,12.7334577364954,343.408725118215
68,2014,"EM13",263,1209,4.92455379003949,12.2783688115013,1988.71851190566,9.14037658896031,31.7216200011708,1.38469301082979,20.8267000416149,18.2313165179183,25.1355172500984,9.92341674978161,5.39289802048095,13.3436115858606,367.286348497064
69,2015,"EM13",242,1217,4.7383090925903,14.7827723908428,2041.15891422552,11.6856790132732,19.3301599943044,1.51074867775862,20.7278142787459,18.4144777535893,23.2764348157272,8.5903354932441,5.47385423562117,11.9199192706752,350.292663891783
70,2017,"EM13",312,1366,4.90103638180621,23.0609885724592,1740.78837901816,9.16442817573541,27.5881732308793,2.73570050942673,20.6085821045343,18.7616332983844,27.4261723924485,8.80334582654923,5.8482767306447,16.1909962162315,380.156320986777
71,2011,"EM14",595,2677,5.79520065627516,18.4400899212939,1959.19241845263,15.0197835495088,19.329827978643,1.00987333803336,20.0964966736724,11.6488119552293,30.3143897458465,10.5370076530179,4.49226012704596,8.05561155802896,336.923855259057
72,2012,"EM14",548,2559,5.98434914389516,18.7350215848665,2211.11244249243,18.0931561908527,32.2851796045284,1.30901011150088,19.9720473093563,11.6575181196142,31.1111393605769,10.2809914419933,4.5428577615086,13.3436115858606,338.187573488021
73,2013,"EM14",638,2805,5.05070957207635,19.4651442436517,2227.8529788348,13.8210230827229,13.9030162501019,1.27958777255734,20.1005158845459,11.7314617374156,31.6091078697835,10.6652176640594,4.69465066489652,4.69976538652042,343.641515318287
74,2014,"EM14",648,2876,4.88804069664746,21.9377887875238,2201.51054786017,12.387758440339,34.3512079687123,2.39934136195055,20.2128075590548,11.6883207005368,29.1192653237508,10.5750668452719,5.09943174059764,4.49638077006536,334.296651572526
75,2015,"EM14",701,2984,4.72846449910222,22.6141348898314,2465.86713486585,15.6028545918563,21.0249558452945,2.52847152244833,20.2065193470654,11.5909471030859,28.7208905163855,9.4640816708535,5.22086606330797,12.0216115789027,342.710354517998
76,2011,"EM15",20,147,4.25254436745493,4.09857360798905,1878.53968576418,13.4220890920637,11.9415454023355,0.639067965266561,20.8941021211958,21.0167908305477,17.6659896120001,8.77073808358356,8.18588744281866,28.0889962788527,406.661148052157
77,2012,"EM15",41,289,4.31166230517344,5.08268563206689,2118.73600698565,11.7719794326236,-3.65564984237499,0.456348077510549,20.5824258580207,22.0469627236597,20.1558321580329,8.75781612971481,8.79305905637033,24.7331501073441,426.215524858233
78,2013,"EM15",46,321,3.71866194360857,5.31375556378002,1931.64786371028,9.16851814179572,3.37198972093744,0.355910301730127,20.1634487553997,22.4474917392189,18.0643644193654,9.30154771984818,8.75258094880022,29.6143809022657,419.331586084665
79,2014,"EM15",42,315,3.40465956140654,4.8978312613322,1745.32448319997,10.4536641879326,29.860995224368,0.951886354045516,19.7006158441181,22.9287848353219,18.263551823048,9.13184612255627,8.7424614219077,24.8348424155717,404.366501794301
80,2015,"EM15",54,345,3.19058804264822,6.37974733313035,1824.28181136666,11.1682891605471,-0.656437203006722,1.01683723863931,19.7319644551709,23.5838311656569,19.989842654964,8.74529798690447,8.45911466891691,31.2414578339062,452.720351923613
81,2016,"EM15",39,342,3.10915539073529,6.82594476059671,1518.77180188161,10.1502066096395,6.53888232296379,0.8077145538381,19.4141229825834,23.9761720427801,16.3048756868356,9.40987003626353,8.94485195975825,16.089303908004,408.257423709795
82,2017,"EM15",54,345,3.46850499586494,8.51432063857685,1724.80934843908,7.88291621166014,48.8375015037802,1.23012209279588,19.2319534400061,24.3316443543013,17.0020315997247,8.90177477203382,8.96509101354331,27.6822270459426,477.462624617016
83,2011,"EM16",171,990,5.25962731782134,13.045398135938,1469.35314413352,13.1084193409065,-0.621697185173635,0.888596923012101,21.9828606214903,16.0344304054929,14.8773659604435,9.88767947111336,5.38277849358842,12.4283808118128,392.693736047816
84,2012,"EM16",194,1024,5.65397174212929,12.4335569191308,1484.12096639251,11.7713929821843,18.3257613497138,1.01722337069311,21.9851239501233,16.649395590315,18.1639581212067,9.44702065363617,5.27146369777061,14.3605346681359,392.494201590611
85,2013,"EM16",172,1054,4.55999571807224,11.6725783784584,1723.92109519128,9.35930653482689,2.86084202080411,0.921695765363323,22.07276704893,17.0886006518876,14.8773659604435,9.85163933415131,5.45361518183611,22.1908424016559,402.437668707987
86,2015,"EM16",221,1082,4.63608662209016,17.2521115199015,1774.0090051732,12.2543953522863,4.56722942159194,1.9453043142701,22.0820374994652,17.855519259631,13.5494499358927,9.70323877018992,6.33401402148604,16.6994577573691,400.774881564613
87,2016,"EM16",205,1059,4.57389615336342,19.3752503002586,2279.26807878376,10.6430958265915,30.8355173469791,2.27639762435641,22.2033320258615,18.0836877565776,15.37533446965,9.78884671457037,6.6072412475843,30.9363809092236,418.167635084304
88,2011,"EM17",106,844,4.58101733545402,4.78755951566542,1362.9439330332,11.3018461768671,14.0792191886105,0.4610716362725,21.3018465467394,18.224828918752,17.0684274009523,9.03240764942568,6.43520929041132,19.54684238774,413.678109797194
89,2012,"EM17",109,857,4.55877808825994,4.28534823934057,1414.4628887286,10.4888712524403,19.4327732747223,0.375107392231315,21.1448299426281,19.0865802432451,17.1680211027936,8.81495539447818,6.28341638702341,17.9197654560995,403.568363965481
90,2013,"EM17",114,904,4.28682604144444,4.44348453296132,1665.57149331461,7.74375139905711,-4.00491876254855,0.440731789673769,20.8452208902899,19.6746037554426,19.2594888414611,9.27247332364349,6.72867557029463,18.6316116136923,416.937172598207
91,2014,"EM17",141,909,4.41065481300369,4.44688785122695,1765.92874447468,8.24826848277817,22.1545852158429,0.548853141816006,20.6948262992329,20.2732630302407,21.151769176446,9.00949137186158,7.43704245277159,19.2417654630574,425.417387029414
92,2016,"EM17",111,968,4.20830396669706,8.1744368367646,1590.58904615515,8.67153895878338,29.6405454887087,0.671486103504371,20.5789952269208,21.038467569097,20.7865922696945,9.52384570749646,7.52811819480434,15.1740731339562,472.307984472557
93,2011,"EM18",206,1089,4.9571647001594,7.59587969283764,1829.09526058821,13.5092447345508,14.7873204980497,0.725575741440063,20.203789155893,18.9847459642113,21.4505502819699,9.0760192437327,6.31377496770099,16.4960731409141,338.087806259419
94,2012,"EM18",197,1108,5.61502688154127,8.00711479651808,1867.94780220697,12.48539233647,21.5927448505096,0.59374764655794,20.1612698687749,19.6739547869748,19.857051052509,9.37514228524127,6.3542530752711,28.4957655117628,351.589637863614
95,2013,"EM18",204,1104,4.61172334831057,8.87297664374341,2006.89554502313,9.40523953821796,15.889874265261,0.751432253294347,19.9816615619344,20.0978525356979,20.5542069653981,10.7970619746264,6.48580692487396,31.6482270668163,348.563365262674
96,2014,"EM18",194,1132,4.66003012219231,11.6279486032039,1878.30883694537,9.90930209884033,34.7322016659015,1.07541733582367,19.8817885425027,20.5608440558096,27.8245471998137,10.6776348541051,6.47568739798144,23.8179193332964,364.193564410388
97,2015,"EM18",180,1095,4.72073768209875,12.8690226080438,1919.74232447964,11.7055152806627,7.49858527517304,1.36028974644432,19.7411962199444,20.9452124160304,31.8082952734661,9.54332959106418,6.47568739798144,23.5128424086138,354.183585807278
98,2017,"EM18",246,1245,4.62217473220274,18.7590926107883,1805.06067715167,8.9672724889546,31.3949111821999,2.15724925127212,19.6325436004467,21.3921813702756,16.0724903825392,8.73863510444089,7.12333711910322,22.3942270181109,350.226152406048
99,2011,"EM19",159,836,4.99033430756336,5.48171868938102,2006.78167498649,13.3034106811169,22.7488279480601,0.514005193928057,19.5474256954617,20.8174315975949,22.6456747040656,8.61345367633741,5.9899501071401,23.2077654839312,376.664467985692
100,2012,"EM19",158,810,4.90655827854913,5.44854925027634,1980.45478426058,12.5786324158247,19.2367365229228,0.491838449783903,19.5088605410357,21.6510704808515,30.0156086403225,9.13154326426248,5.58516903143898,30.0211501351758,371.177270412558
101,2013,"EM19",138,899,4.01600771061725,4.8890373834701,1860.15561939057,9.76310174134114,3.37671094041019,0.487877466646046,19.2701189845851,22.2480416126712,24.6375487408918,10.0683849197466,5.37265896669589,21.5806885522907,368.084486325883
102,2015,"EM19",162,941,4.24334177015323,6.47798089952946,1556.62842674516,12.5567517264301,14.8085098799821,1.08175364187703,19.0896725042247,23.1329375420764,20.7865922696945,9.21341595635274,6.26317733323835,27.7839193541701,394.156988733985
103,2016,"EM19",169,952,4.37711666050919,7.35554233634982,1662.04265527255,12.0231856340572,20.9933254332459,1.33510430040329,19.1142813510201,23.511294615316,23.9071949273889,8.3000962950203,6.14174301052801,24.9365347237992,381.586317930079
104,2011,"EM20",130,666,5.44030651738995,19.847268468937,1492.52281632178,8.59481836517848,17.4309930505123,1.00418161601759,22.7871439473775,13.4654484538269,18.0643644193654,9.41289861920152,6.02030868781768,24.0213039497514,319.431334510764
105,2013,"EM20",130,679,4.56639940584934,14.5549357736621,1903.9925821222,7.91248075658746,20.8625715868511,1.22253302696046,23.1671117369835,13.8370116839928,16.5704588917457,9.26288281100653,5.53457139697634,27.37715012126,365.49053838222
106,2014,"EM20",170,738,4.95892117482577,20.7531971152933,2506.86968724621,8.10759636068968,27.6747284710576,1.75689660974912,23.3557899416322,13.8765257972411,13.1842730291412,8.88511756587489,5.94947199956998,23.8179193332964,354.649166207422
107,2015,"EM20",154,749,4.95879217818714,25.2720071093249,2185.70099631093,11.2953579525186,26.6054909836844,2.00909286232568,23.573049087384,13.9271812122809,18.8943119347096,8.17552058350441,6.28341638702341,24.122996257979,368.949135640437
108,2016,"EM20",181,778,4.98377736757321,23.37963071425,2338.07545519166,10.3473622964203,22.6143874566728,2.08516016228008,23.7899214256484,13.9548117226434,18.3299476242755,9.32345446976628,6.72867557029463,26.6653039636672,361.366826266653
109,2017,"EM20",156,738,5.02739710363342,25.9064847657626,3042.86030761906,7.98149405505055,29.1098849214597,2.28867537920843,23.8168668921043,13.9024361502369,16.670052593587,8.82807925387613,7.02214185017794,24.5297654908891,369.946807926462
110,2011,"EM21",505,2585,5.22864519772274,16.7463914560862,2070.60800717357,14.4126173406621,23.93413817225,1.13733044950554,22.4019471291919,15.0894546017855,22.6456747040656,9.93714632576716,4.80596546071433,41.4106886566593,367.884951868678
111,2013,"EM21",565,2715,4.88638204805954,13.7813406226063,2247.65218995817,12.6602744980126,14.4124449826254,1.23144345571739,22.4875895718939,15.6261579929264,21.0521754746047,10.0935221581319,4.95775836410224,40.190380957929,394.921870819937
112,2014,"EM21",604,2900,4.72649902256347,14.5998606681681,2183.52290841892,10.5179479200861,19.0551601609919,1.59071090710436,22.5951689574228,15.8323819959805,20.0562384561916,9.96349499732765,5.11967079438269,40.393765574384,416.37182496946
113,2015,"EM21",675,2941,4.88245856747804,18.3766766720603,2330.33212806439,14.22721931012,10.9766896933789,2.15379075093194,22.6324135205877,15.9183440120043,20.3550195617155,9.07076969997352,5.06907315992005,39.2751501838812,400.409068393071
114,2016,"EM21",709,3064,4.92045636501583,18.6294450865009,2286.32378370775,13.0089640679612,20.4135492781104,2.3820619398046,22.6500593758957,15.9645528270746,23.0772474120446,11.0381371764902,5.28158322466314,30.3262270598584,416.837405369605
115,2017,"EM21",740,3225,5.01430215007648,19.8261675923025,2280.8737978841,10.6430958265915,28.3554615411233,2.32957574738374,22.7135415240828,16.0775034612997,24.471559237823,10.0855468897285,5.34230038601831,38.9700732591986,433.332253831873
116,2011,"EM22",105,673,4.30212577239711,5.96605479033564,1939.39922612641,13.9964524933664,12.0527498429796,0.414629494476165,18.5886366457879,22.187962794224,18.0643644193654,7.66490150015972,7.45728150655665,21.1739193193805,364.459610353328
117,2012,"EM22",97,642,4.79101440380466,4.33081846053132,1789.78126267747,15.418491347829,25.0088843948532,0.427957073199695,18.4570241968842,23.2185603256259,27.8245471998137,7.12288610702455,7.39656434520148,12.7334577364954,372.47424438439
118,2014,"EM22",85,689,4.05009179889121,5.87612840646592,2092.37758546716,11.9890129823451,39.4784243691095,0.620368310787823,17.8042631015126,24.6278214929119,21.4505502819699,7.73869797108201,7.87218210915029,32.9702270737742,349.760572005903
